         80437130 function calls (78149436 primitive calls) in 209.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   844597    0.153    0.000    0.153    0.000 {built-in method builtins.id}
   406889    0.153    0.000    0.153    0.000 {method 'update' of 'dict' objects}
   100456    0.151    0.000    0.261    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:608(<dictcomp>)
    24272    0.151    0.000    0.157    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:446(_broadcast_shape)
   330460    0.151    0.000    0.178    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:723(get_figure)
     1278    0.148    0.000    3.214    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1725(_writeImg)
   184036    0.147    0.000    0.147    0.000 {built-in method numpy.asanyarray}
    72666    0.146    0.000    0.161    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2315(_is_torch_array)
    24972    0.146    0.000   10.309    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:227(__call__)
   187619    0.145    0.000    1.573    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:866(write)
   117742    0.145    0.000    0.382    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:68(__set__)
    12486    0.144    0.000    5.956    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2408(add_line)
   174133    0.143    0.000    0.196    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\xml\etree\ElementTree.py:1310(read_events)
    65993    0.142    0.000    0.330    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2028(translate)
   192997    0.141    0.000    0.325    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:494(pdfRepr)
154120/149020    0.139    0.000    7.557    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1226(_internal_update)
    17839    0.138    0.000    0.138    0.000 {built-in method numpy.zeros}
    12486    0.137    0.000   16.767    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_axes.py:1532(plot)
   420237    0.137    0.000    0.148    0.000 {built-in method builtins.iter}
    30702    0.133    0.000    0.317    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3283(__getitem__)
   164842    0.133    0.000    0.149    0.000 {built-in method builtins.max}
     4601    0.133    0.000    1.396    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:627(get_extents)
   108442    0.131    0.000    0.347    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:1347(_to_unmasked_float_array)
    75686    0.130    0.000    0.535    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:738(set_figure)
    17660    0.129    0.000    0.282    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1167(update_from)
   260272    0.128    0.000    0.129    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:1074(__new__)
    95325    0.125    0.000    1.782    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1341(__add__)
    28506    0.125    0.000    0.353    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2576(__init__)
       42    0.125    0.003    2.179    0.052 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:1206(_image_data)
     1021    0.124    0.000    0.804    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:745(_get_rgba_and_mask)
      630    0.124    0.000    0.126    0.000 {built-in method io.open}
    88872    0.124    0.000    0.296    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:89(_scale_dashes)
22415/11204    0.124    0.000    0.195    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\serialisable.py:204(__hash__)
    27459    0.124    0.000    0.720    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1088(__init__)
    53375    0.124    0.000    0.190    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:1334(is_math_text)
    50656    0.122    0.000    0.783    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\text.py:161(__init__)
    24272    0.122    0.000    0.431    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:514(broadcast_arrays)
    56808    0.121    0.000    6.079    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\markers.py:220(__init__)
      510    0.121    0.000    0.190    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorizer.py:161(_pass_image_data)
    75396    0.120    0.000    0.569    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:435(set_transform)
     4715    0.119    0.000    2.141    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1527(get_minorticklocs)
    23705    0.119    0.000    1.862    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:194(update)
       42    0.119    0.003   19.805    0.472 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\synthetic_image_generator.py:107(PG_coor_mask)
    55916    0.117    0.000    0.815    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:662(set_data)
    50656    0.117    0.000    0.233    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\text.py:173(content)
    16838    0.116    0.000    7.250    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2021(draw_path)
      378    0.115    0.000    1.068    0.003 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\feature_extraction.py:75(extract_grain_features)
142430/95346    0.114    0.000    0.129    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2401(<lambda>)
    28550    0.114    0.000    0.399    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:86(_wrapreduction_any_all)
   283811    0.114    0.000    0.114    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1040(get_points)
    24050    0.113    0.000    0.630    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:467(update_position)
242275/152438    0.112    0.000    0.591    0.000 {built-in method builtins.hash}
    36366    0.111    0.000    0.277    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:202(_update_values)
    32330    0.110    0.000    0.449    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:995(set_color)
   100456    0.108    0.000    0.369    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:605(_axis_map)
     6216    0.108    0.000    1.383    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2810(get_tick_space)
    29010    0.108    0.000    0.335    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:792(_convert_units)
   317674    0.108    0.000    0.108    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:24(__set__)
    15300    0.108    0.000    0.825    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:2214(process_value)
     3570    0.107    0.000    0.109    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3510(__setmask__)
      510    0.107    0.000    3.220    0.006 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:903(make_image)
     5987    0.107    0.000    0.119    0.000 {built-in method matplotlib._path.cleanup_path}
    12486    0.107    0.000    2.358    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2436(_update_line_limits)
    32561    0.106    0.000    1.147    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:556(wrapper)
    56808    0.106    0.000    0.252    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
    66069    0.105    0.000    0.537    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:224(is_color_like)
    16846    0.103    0.000    0.717    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1878(pathOperations)
      510    0.103    0.000    0.150    0.000 {built-in method matplotlib.backends._backend_agg.draw_quad_mesh}
    10200    0.102    0.000    6.299    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:946(set_tick_params)
82374/79823    0.102    0.000    0.469    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2591(get_matrix)
    66069    0.101    0.000    0.651    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:243(_check_color_like)
    12486    0.101    0.000    7.357    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:335(_make_line)
     7903    0.100    0.000    0.153    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\_methods.py:96(_clip)
    72666    0.099    0.000    0.115    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2327(_is_jax_array)
    19964    0.098    0.000    0.098    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2918(_interval_contains_close)
     6736    0.098    0.000    2.815    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:48(__init__)
    98092    0.097    0.000    0.382    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:268(convert_xunits)
    31089    0.097    0.000    4.285    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:307(get_transform)
     1032    0.096    0.000   14.595    0.014 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1313(__clear)
    32091    0.096    0.000    0.184    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_reader.py:189(parse_cell)
   240477    0.096    0.000    0.096    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1927(get_matrix)
     3183    0.096    0.000    0.238    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:819(_set_format)
    65440    0.095    0.000    0.223    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:27(__exit__)
    72666    0.094    0.000    0.107    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2351(_is_tensorflow_array)
   144421    0.094    0.000    0.142    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_mixed.py:62(__getattr__)
   113178    0.093    0.000    0.093    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_api\__init__.py:167(<genexpr>)
    12486    0.092    0.000    0.508    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:121(_process_plot_format)
    49604    0.092    0.000    0.584    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:1259(set_verticalalignment)
15828/15319    0.092    0.000    0.299    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1778(__eq__)
    43337    0.091    0.000    0.563    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1996(rotate_deg)
119861/117729    0.091    0.000    0.779    0.000 {method 'view' of 'numpy.ndarray' objects}
    25482    0.090    0.000    0.165    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:907(_request_autoscale_view)
    62848    0.090    0.000    0.174    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\xml\functions.py:77(localname)
    10415    0.090    0.000    0.686    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:1293(findfont)
    65440    0.090    0.000    0.111    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:53(_commit_removals)
     4787    0.089    0.000    9.487    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:428(__init__)
   267946    0.088    0.000    0.088    0.000 {method 'join' of 'bytes' objects}
    91429    0.088    0.000    0.136    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\copyreg.py:104(__newobj__)
   322019    0.088    0.000    0.088    0.000 {method 'pop' of 'dict' objects}
    33819    0.087    0.000    0.220    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1143(set_linewidth)
    12486    0.086    0.000    0.550    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:311(_getdefaults)
    73075    0.085    0.000    1.241    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:961(copy)
    17676    0.085    0.000    0.403    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1230(_set_artist_props)
    41599    0.085    0.000    0.117    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
