         80437130 function calls (78149436 primitive calls) in 209.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      126    0.001    0.000    0.021    0.000 <frozen genericpath>:16(exists)
        2    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:806(_get_subsetted_psname)
      510    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:579(_get_default_linewidth)
     1014    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:800(get_snap)
      135    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:2677(set_layout_engine)
       95    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\tqdm\std.py:153(__init__)
      522    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:1681(_get_default_antialiased)
     1257    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\common.py:178(<genexpr>)
      259    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\table.py:347(__init__)
       12    0.001    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:480(_draw_offset_text)
       86    0.001    0.000    0.026    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\stylesheet.py:108(_merge_named_styles)
     1014    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:952(get_hatch_color)
      200    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\tqdm\utils.py:370(_term_move_up)
      272    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\_asarray.py:104(<setcomp>)
       85    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\common.py:1233(dedup_names)
      630    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataset.py:2834(<genexpr>)
      446    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\shape_base.py:214(_vhstack_dispatcher)
       89    0.001    0.000    0.001    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
       85    0.001    0.000    0.056    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\python_parser.py:336(_convert_data)
  534/246    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:2091(default_name)
      630    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:679(<genexpr>)
       44    0.001    0.000    0.021    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1502(reduce)
      776    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\compat\numpy\function.py:64(__call__)
      174    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\workbook.py:64(__init__)
      560    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2713(use_sticky_edges)
      168    0.001    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\utils.py:385(is_scalar)
      434    0.001    0.000    0.001    0.000 {built-in method _imp.find_frozen}
       85    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\excel.py:99(_find_workbook_part)
      180    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:2634(__init__)
      411    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:1732(<lambda>)
      178    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\utils\bound_dictionary.py:17(__init__)
      126    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\collections\__init__.py:658(update)
    48/46    0.001    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\nanops.py:111(f)
  735/229    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:2147(__str__)
      680    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\util\version\__init__.py:348(<genexpr>)
     2772    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:632(<genexpr>)
       42    0.001    0.000    1.154    0.027 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:106(take)
      422    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\construction.py:585(_ensure_2d)
       87    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:1187(_process)
     1032    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1863(get_anchor)
       85    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\properties.py:140(__init__)
       45    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_pylab_helpers.py:104(_set_new_active_manager)
      131    0.001    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:667(_constructor_from_mgr)
       42    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:483(trace_info)
       85    0.001    0.000    0.016    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:5155(reindex)
       24    0.001    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\traceback.py:397(_extract_from_extended_frame_gen)
       87    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\construction.py:487(<listcomp>)
      434    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:748(find_spec)
      143    0.001    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1869(from_blocks)
      138    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:1483(__and__)
      140    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:457(__init__)
      209    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
     2772    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:633(<genexpr>)
       85    0.000    0.000    0.001    0.000 <frozen posixpath>:150(dirname)
      552    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       40    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\bezier.py:208(__call__)
      378    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:198(split)
       46    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\astype.py:191(astype_array_safe)
      126    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexing.py:98(<listcomp>)
     1020    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:835(get_subplotspec)
     1083    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:540(<genexpr>)
       85    0.000    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:589(close)
     1052    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      171    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\common.py:292(is_fsspec_url)
       46    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\nanops.py:1458(_get_counts)
       42    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\pyplot.py:325(uninstall_repl_displayhook)
       86    0.000    0.000    0.067    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:4363(__rtruediv__)
     1027    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
       84    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:2183(push_state)
      126    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:441(data)
     1077    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:337(get_facecolor)
      210    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:1405(<listcomp>)
      126    0.000    0.000    0.191    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\coding\cftimeindex.py:160(assert_all_valid_date_type)
     1305    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4068(__str__)
       69    0.000    0.000    0.041    0.001 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:970(parse)
       42    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\feature_extraction.py:47(<listcomp>)
       64    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_function_base_impl.py:2520(_get_ufunc_and_otypes)
       86    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
      313    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:1166(_check_deprecated_callable_usage)
      882    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:646(<genexpr>)
       45    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:32(__init__)
        1    0.000    0.000    0.074    0.074 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:1968(__init__)
      171    0.000    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\dimensions.py:304(boundaries)
       85    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\worksheet.py:405(iter_rows)
      378    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
     2040    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1368(depth)
     1778    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\child.py:55(parent)
      231    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        2    0.000    0.000    0.054    0.027 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1154(embedTTFType3)
       45    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:1556(add_gridspec)
       42    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:103(peek)
       89    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2655(array_values)
      204    0.000    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
       50    0.000    0.000    0.156    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3677(set_xbound)
      127    0.000    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:1574(__add__)
      672    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataset.py:1769(<dictcomp>)
      522    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:603(num2)
     1174    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       87    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\workbook.py:277(__getitem__)
       85    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\workbook.py:89(assign_names)
     1208    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:109(__init__)
     1399    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:1096(_argsort_dispatcher)
      126    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexes.py:607(normalize_label)
      378    0.000    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:570(<genexpr>)
       84    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_pylab_helpers.py:71(<genexpr>)
       50    0.000    0.000    0.144    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3930(set_ybound)
      425    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:1414(<genexpr>)
      168    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:356(_get_offset)
       44    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:977(fast_xs)
     1032    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
      771    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:253(escape)
      171    0.000    0.000    0.073    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\named_styles.py:89(bind)
      412    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\extras.py:299(<genexpr>)
      303    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
     1404    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:1492(_clear_item_cache)
       95    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:2751(inferred_type)
      181    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:162(iloc)
        4    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:434(<genexpr>)
      225    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\six.py:194(find_spec)
       42    0.000    0.000    0.584    0.014 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:625(delayed_destroy)
      386    0.000    0.000    0.015    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\legend.py:1166(<genexpr>)
      104    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\results.py:526(<listcomp>)
      123    0.000    0.000    0.060    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\extras.py:266(wrapper)
      633    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\range.py:315(step)
      378    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataset.py:1771(coords)
      126    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:584(_from_temp_dataset)
       72    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:6436(_should_compare)
       89    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\scenario.py:85(__init__)
    95/92    0.000    0.000    0.192    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:5593(parseImpl)
      413    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:2196(_grouping_func)
       85    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_openpyxl.py:577(sheet_names)
      318    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:515(_from_parsed_parts)
      126    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexing.py:1920(_get_numpy_dtype)
       85    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\base_parser.py:880(_do_date_conversions)
      122    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       86    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\named_styles.py:213(__init__)
      135    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:2802(axes)
       40    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\bezier.py:199(__init__)
      306    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\numbers.py:160(__set__)
      510    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:590(__setitem__)
     1077    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:857(get_animated)
     1260    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:702(variable)
       42    0.000    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:1144(_presets)
       49    0.000    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:1033(_getitem_lowerdim)
       87    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:4208(_convert_slice_indexer)
      319    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:546(__fspath__)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       46    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\__init__.py:751(__setitem__)
      171    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\common.py:1117(_maybe_memory_map)
      126    0.000    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:581(_to_temp_dataset)
      177    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\workbook.py:307(<listcomp>)
       53    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:265(getuntil)
      171    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      510    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\axes_grid1\axes_size.py:144(__init__)
      126    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:928(loc)
      126    0.000    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:2813(_finalize_indexing_result)
       47    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:4330(reindex)
      419    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:572(nblocks)
      204    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
      100    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:939(sort)
       87    0.000    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:4364(_getitem_slice)
       89    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        1    0.000    0.000    0.026    0.026 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\builtins.py:1(<module>)
      184    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:306(loc)
      126    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexes.py:619(as_scalar)
       42    0.000    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:2193(math)
