         80187911 function calls (77911086 primitive calls) in 239.023 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    32327    0.169    0.000    3.182    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:65(_get_text_metrics_with_cache)
60439/59215    0.169    0.000    3.446    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:887(_unstale_viewLim)
114378/109278    0.168    0.000    6.338    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:146(<lambda>)
228071/228068    0.168    0.000    0.168    0.000 {built-in method __new__ of type object at 0x00007FFD418E8F90}
   834075    0.168    0.000    0.168    0.000 {built-in method builtins.id}
   329146    0.167    0.000    0.190    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:723(get_figure)
    65936    0.162    0.000    0.370    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2028(translate)
   192310    0.160    0.000    0.383    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:494(pdfRepr)
   100456    0.159    0.000    0.272    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:608(<dictcomp>)
    24972    0.154    0.000    9.898    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:227(__call__)
    72692    0.153    0.000    0.170    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2315(_is_torch_array)
   259376    0.153    0.000    0.153    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:1074(__new__)
   117742    0.152    0.000    0.392    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:68(__set__)
153638/148538    0.151    0.000    9.129    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1226(_internal_update)
   164185    0.151    0.000    0.167    0.000 {built-in method builtins.max}
   108009    0.150    0.000    0.470    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:1347(_to_unmasked_float_array)
    30728    0.150    0.000    0.350    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3283(__getitem__)
   418376    0.150    0.000    0.160    0.000 {built-in method builtins.iter}
    12486    0.149    0.000    7.821    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2408(add_line)
     4601    0.147    0.000    1.542    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:627(get_extents)
   174133    0.146    0.000    0.202    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\xml\etree\ElementTree.py:1310(read_events)
    17837    0.144    0.000    0.144    0.000 {built-in method numpy.zeros}
    17372    0.144    0.000    0.321    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1167(update_from)
    56419    0.142    0.000    4.335    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\markers.py:220(__init__)
    12486    0.142    0.000   18.256    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_axes.py:1532(plot)
      630    0.140    0.000    0.142    0.000 {built-in method io.open}
    27459    0.139    0.000    0.424    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1088(__init__)
    75101    0.136    0.000    0.629    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:435(set_transform)
    75398    0.136    0.000    0.574    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:738(set_figure)
     1021    0.135    0.000    0.857    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:745(_get_rgba_and_mask)
    16779    0.133    0.000    0.911    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1878(pathOperations)
22415/11204    0.131    0.000    0.211    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\serialisable.py:204(__hash__)
     4715    0.130    0.000    2.396    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1527(get_minorticklocs)
    24175    0.129    0.000    0.480    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:514(broadcast_arrays)
    95167    0.128    0.000    1.277    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1341(__add__)
       42    0.128    0.003   21.345    0.508 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\synthetic_image_generator.py:107(PG_coor_mask)
    50656    0.128    0.000    0.807    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\text.py:161(__init__)
    28552    0.127    0.000    0.450    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:86(_wrapreduction_any_all)
       42    0.127    0.003    2.243    0.053 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:1206(_image_data)
      510    0.126    0.000    3.492    0.007 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:903(make_image)
141802/95012    0.126    0.000    0.141    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2401(<lambda>)
    36264    0.126    0.000    0.302    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:202(_update_values)
    23609    0.125    0.000    1.740    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:194(update)
    16771    0.125    0.000    8.797    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2021(draw_path)
      510    0.125    0.000    0.202    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorizer.py:161(_pass_image_data)
   283235    0.125    0.000    0.125    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1040(get_points)
      378    0.124    0.000    1.133    0.003 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\feature_extraction.py:75(extract_grain_features)
    55618    0.124    0.000    0.928    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:662(set_data)
     5931    0.124    0.000    4.133    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:175(draw_markers)
    32234    0.123    0.000    0.657    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:995(set_color)
    28506    0.123    0.000    0.368    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2576(__init__)
   143486    0.123    0.000    0.189    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_mixed.py:62(__getattr__)
    52965    0.123    0.000    0.195    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:1334(is_math_text)
    15300    0.122    0.000    0.894    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:2214(process_value)
    50656    0.122    0.000    0.240    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\text.py:173(content)
82337/79786    0.120    0.000    0.550    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2591(get_matrix)
    32465    0.118    0.000    1.240    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:556(wrapper)
239885/150994    0.117    0.000    0.630    0.000 {built-in method builtins.hash}
   317674    0.115    0.000    0.115    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:24(__set__)
    56419    0.115    0.000    0.273    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
    23770    0.115    0.000    0.684    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:467(update_position)
    65829    0.115    0.000    0.754    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:224(is_color_like)
     6216    0.114    0.000    1.518    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2810(get_tick_space)
    12486    0.114    0.000    6.313    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:335(_make_line)
    29010    0.113    0.000    0.360    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:792(_convert_units)
    21846    0.112    0.000    4.837    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:104(__init__)
     3570    0.112    0.000    0.114    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3510(__setmask__)
      510    0.112    0.000    0.164    0.000 {built-in method matplotlib.backends._backend_agg.draw_quad_mesh}
     7903    0.111    0.000    0.178    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\_methods.py:96(_clip)
   100456    0.111    0.000    0.384    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:605(_axis_map)
    10200    0.111    0.000    7.035    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:946(set_tick_params)
   239324    0.111    0.000    0.111    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1927(get_matrix)
119896/117769    0.111    0.000    0.899    0.000 {method 'view' of 'numpy.ndarray' objects}
   266530    0.110    0.000    0.110    0.000 {method 'join' of 'bytes' objects}
    19716    0.109    0.000    0.109    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2918(_interval_contains_close)
    65829    0.108    0.000    0.876    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:243(_check_color_like)
    12486    0.108    0.000    4.288    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2436(_update_line_limits)
     6736    0.107    0.000    1.291    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:48(__init__)
    31089    0.107    0.000    3.962    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:307(get_transform)
    72692    0.107    0.000    0.119    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2327(_is_jax_array)
     3183    0.105    0.000    0.270    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:819(_set_format)
     1032    0.105    0.000   15.706    0.015 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1313(__clear)
    32091    0.105    0.000    0.198    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_reader.py:189(parse_cell)
    10341    0.104    0.000    0.788    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:1293(findfont)
    65440    0.102    0.000    0.241    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:27(__exit__)
76267/75151    0.102    0.000    0.103    0.000 {built-in method _abc._abc_subclasscheck}
15828/15319    0.102    0.000    0.337    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1778(__eq__)
    97783    0.101    0.000    1.074    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:268(convert_xunits)
   321305    0.100    0.000    0.100    0.000 {method 'pop' of 'dict' objects}
        1    0.099    0.099    0.100    0.100 {built-in method _winapi._mimetypes_read_windows_registry}
    12967    0.099    0.000    0.611    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2555(clip_cmd)
    62848    0.099    0.000    0.186    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\xml\functions.py:77(localname)
   300545    0.098    0.000    0.098    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\enum.py:1226(value)
    25482    0.097    0.000    0.176    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:907(_request_autoscale_view)
    65440    0.097    0.000    0.120    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:53(_commit_removals)
    15100    0.097    0.000    0.250    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2752(__init__)
     4744    0.097    0.000   10.465    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:428(__init__)
    72692    0.097    0.000    0.114    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2351(_is_tensorflow_array)
    17676    0.097    0.000    0.448    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1230(_set_artist_props)
    43125    0.096    0.000    0.602    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1996(rotate_deg)
    90451    0.095    0.000    0.140    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\copyreg.py:104(__newobj__)
    72385    0.095    0.000    1.344    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:961(copy)
    49412    0.095    0.000    0.655    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:1259(set_verticalalignment)
  1077/45    0.095    0.000   63.878    1.420 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:116(_draw_list_compositing_images)
